gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN4603_c0_g1	10761.6103271009	-0.101198650127786	0.0451327539118876	0.0206814970969869	0.0651394102528091
TRINITY_DN4604_c0_g1	30438.1123010406	-0.00683066099241044	0.0415086593239188	0.865592388421512	0.933388515358963
TRINITY_DN4605_c0_g1	2051.22451213515	-0.233961124312047	0.0579830306052612	2.1929474382674e-05	0.000166732003678501
TRINITY_DN4606_c0_g1	6236.5470226718	-0.183412356659744	0.0480925935521832	7.54143690836174e-05	0.000513299189432421
TRINITY_DN4607_c0_g1	134.257037554208	-0.451888852178243	0.212787191022942	0.00316712060873166	0.013626648054827
TRINITY_DN4608_c0_g1	1128.30160398972	-0.145921792754496	0.080914181553449	0.0448321753039006	0.121467949000181
TRINITY_DN461_c0_g1	1725.23193417299	-0.0729539675112725	0.0661605625679809	0.23673764227347	0.422032050125962
TRINITY_DN4610_c0_g1	42.7174925431264	0.329651586791116	0.41590841507348	0.0257465603538685	0.0772239339298907
TRINITY_DN4611_c0_g1	4038.35182404281	-0.0869642803923809	0.0484020433209178	0.0623332786465456	0.15744650964855
TRINITY_DN4614_c1_g1	2977.89668006039	-0.149927995921091	0.0547358155172229	0.00401086606842567	0.0166570157002101
TRINITY_DN4615_c0_g1	3959.04575108221	-0.242194522636981	0.0514853663086591	9.8801549747192e-07	9.60401982081723e-06
TRINITY_DN4616_c0_g1	5077.60976257898	0.0855146706216369	0.0470882296850834	0.0600731310120953	0.15320711497408
TRINITY_DN4617_c0_g1	19471.9023626551	0.0851496397268328	0.0404049822208503	0.0306650615944858	0.0891677806459284
TRINITY_DN4618_c0_g1	2199.41782737817	-0.00534916723951475	0.0596264049300782	0.923946993677124	0.965076902447841
TRINITY_DN4619_c0_g1	3986.63980471994	-0.021878194751125	0.0522561550632177	0.661985900289187	0.810075821589064
TRINITY_DN462_c0_g1	4679.57014686485	-0.153512122568718	0.0596719551604538	0.00641372289983238	0.0246979953677094
TRINITY_DN4620_c0_g1	925.003624075348	-0.169683554526497	0.0806116845276724	0.019657325943105	0.0624078876789723
TRINITY_DN4621_c0_g1	317.160013927393	0.0023475192394787	0.106488681782475	0.979440328201953	0.991674485290054
TRINITY_DN4622_c0_g1	834.122989182128	-0.0165652048080079	0.0829425163108698	0.822676840681988	0.907823329349331
TRINITY_DN4623_c0_g1	525.350423298816	-0.0935282332962567	0.105612854392698	0.281923913522529	0.476825270534397
TRINITY_DN4624_c0_g1	32.8588632112638	-0.00667748789783824	0.1714525858179	0.918338038459025	0.961676220500333
TRINITY_DN4625_c0_g1	2377.98542361227	-0.0973144226692435	0.0573412803962471	0.074451834923311	0.181241895489659
TRINITY_DN4626_c0_g1	1157.68867504815	-0.0465744827766389	0.084199527913544	0.534012883823791	0.713374879398493
TRINITY_DN4627_c0_g1	6258.1940921472	-0.130266552473959	0.0423929666346802	0.00154940106867759	0.00737866097830844
TRINITY_DN4628_c0_g1	50.216888520551	0.0890839231781203	0.180116528499721	0.313259182982349	0.511647971139197
TRINITY_DN4629_c0_g1	632.705043720489	-0.201370040733995	0.0952872857814192	0.0152897901055754	0.0510075718896203
TRINITY_DN463_c0_g1	5421.48318625637	0.0263057392106467	0.0422477194571838	0.526322295401649	0.706179079794716
TRINITY_DN4630_c0_g1	1277.26735724585	-0.394902144801432	0.0794225599623502	1.12618030816617e-07	1.28436935610394e-06
TRINITY_DN4631_c0_g1	5067.24654530383	-0.205398284375315	0.0520397581729001	3.82868619280578e-05	0.000279195198357168
TRINITY_DN4632_c0_g1	3110.63631646564	0.295204115730099	0.0538021422088605	1.19443499764517e-08	1.612477101167e-07
TRINITY_DN4633_c0_g1	182.323737187088	-0.00799401340025367	0.128902398824852	0.929428230145095	0.967480673929798
TRINITY_DN4636_c0_g1	4236.03977650994	0.0225169424429351	0.0478850581074776	0.627599888774936	0.784040212597704
TRINITY_DN4637_c0_g1	521.992540493009	0.159644195087236	0.100770223953833	0.0630149922114306	0.158651758301596
TRINITY_DN4638_c0_g1	12207.0923191613	-0.2494410936919	0.0376754065084934	1.27791577358919e-11	2.62213345342317e-10
TRINITY_DN4639_c0_g1	9032.84225902016	-0.32797234947701	0.0421040926259361	1.6510255882169e-15	4.96725735252497e-14
TRINITY_DN464_c0_g1	395.765950711842	-0.123570440064905	0.11391878901912	0.177263530948069	0.344034860309667
TRINITY_DN464_c0_g2	551.43589068682	-0.0879117441719337	0.0907460771089337	0.266624381079308	0.458378953483935
TRINITY_DN464_c1_g1	1512.20682549528	-0.151299946858391	0.065077580586841	0.0127515123769043	0.0437877411076849
TRINITY_DN4641_c0_g1	15.1911100834902	-0.0311179744318195	0.180902186755273	0.548629448782348	0.725783333377026
