gene_id	response_group	interaction_vs_self_padj	interaction_vs_self_lfc	interaction_vs_onu_padj	interaction_vs_onu_lfc	onu_vs_self_padj	onu_vs_self_lfc	sig_reaction_vs_noncontact	sig_reaction_vs_control	sig_control_vs_noncontact	n_significant	mean_noncontact	mean_control	mean_reaction	expression_range	maximum_abs_lfc	minimum_relevant_padj	significance_score	selection_score
gene_948	Non-contact specific	0.00567298951301771	-0.21901807912002133	0.605297178648818	-0.04563336491833126	0.0289761290341382	-0.17189097358770944	TRUE	FALSE	TRUE	2	10.907076390608164	10.755056702683024	10.714130292730353	0.1929460978778117	0.21901807912002133	0.00567298951301771	2.2461880192632107	2.877170275381065
gene_949	Reaction-zone specific	4.4206374596437e-4	-0.6866000105052877	1.64841537577146e-7	-0.9805087189451582	0.145845336746614	0.2652665284442576	TRUE	TRUE	FALSE	2	8.593323968056987	8.7449283607702	8.261578082652768	0.48335027811743103	0.9805087189451582	1.64841537577146e-7	6.782933343200133	9.22730105920788
gene_950	NA	0.00420067129989031	-0.26749364522166225	0.129231100155384	-0.1436897697206857	0.208169399966632	-0.12153687787215404	TRUE	FALSE	FALSE	1	10.285929814835772	10.18314804950242	10.066322628243222	0.2196071865925493	0.26749364522166225	0.00420067129989031	2.3766813004255525	3.1312757774614264
gene_951	NA	0.812186371041521	-0.03281044114568215	0.69580035519948	0.05149982996045656	0.521606419593795	-0.08391466569323626	FALSE	FALSE	FALSE	0	9.915495867341289	9.854923634922509	9.894068618832152	0.06057223241877985	0.08391466569323626	0.521606419593795	0.2826570722281977	0.51105863603345
gene_952	Non-contact specific	2.05033522689626e-7	-0.5525681854048545	0.0769592921018954	0.1986947075028006	6.78168692180244e-13	-0.7549305893488854	TRUE	FALSE	TRUE	2	12.274637870412747	11.55577942818594	11.749237706792377	0.7188584422268072	0.7549305893488854	6.78168692180244e-13	12.168662263403709	14.397381884328286
gene_953	NA	0.0623439487642407	-0.1630519614069147	0.157977109620793	0.12578242255683386	5.7689605542725e-4	-0.28791002916991976	FALSE	FALSE	TRUE	1	11.444049413851262	11.181187625420899	11.296276984161393	0.2628617884303637	0.28791002916991976	5.7689605542725e-4	3.238902430554833	4.077584277325036
gene_954	Plate-wide response	0.755051505115559	0.02789669004518732	2.40731348148853e-21	0.6976143666293532	9.17348021149722e-20	-0.6693164377152129	FALSE	TRUE	TRUE	2	11.956789707351161	11.332518713580823	11.983947710304799	0.6514289967239755	0.6976143666293532	2.40731348148853e-21	20.61846735201166	22.66512508199434
gene_955	Reaction-zone specific	6.82138205938151e-6	-0.644252633706878	1.12306864769015e-7	-0.7545515570862914	0.509821864100126	0.1073688296892638	TRUE	TRUE	FALSE	2	11.000567856686637	11.111655130590796	10.44060738416332	0.671047746427476	0.7545515570862914	1.12306864769015e-7	6.94959369663094	9.129744557230998
gene_956	NA	6.5668169775615e-4	-0.5441639749778385	0.0721313973244259	-0.2893064851765783	0.146712584573072	-0.23648420007670476	TRUE	FALSE	FALSE	1	9.865915380890957	9.681421156605955	9.46367872564527	0.4022366552456873	0.5441639749778385	6.5668169775615e-4	3.182645087678107	4.673209692879471
gene_957	Multi-region differential response	1.81635832966567e-13	-0.8232371294066827	1.44829982707842e-5	-0.491825009784182	0.00628834448903328	-0.3150372735123329	TRUE	TRUE	TRUE	3	13.276572575883838	12.957101743488435	12.4718075644906	0.8047650113932381	0.8232371294066827	1.81635832966567e-13	12.740798470107256	15.19203774031386
gene_958	NA	0.12359349172964	-0.17814829278178923	0.591019202270526	0.07042841314992056	0.0331755216429286	-0.24386804874209791	FALSE	FALSE	TRUE	1	12.971176693045905	12.724885000786827	12.796691193448977	0.24629169225907788	0.24386804874209791	0.0331755216429286	1.4791822396808796	2.213210029424153
gene_959	NA	0.0975442765176155	-0.28364631053684647	0.0217887998507	-0.38385464369770866	0.598325765550451	0.10012562395445872	FALSE	TRUE	FALSE	1	11.927485122621054	12.042390483213714	11.663248374073891	0.3791421091398224	0.38385464369770866	0.0217887998507	1.6617666904775994	2.808618087012839
gene_960	NA	0.291481654516026	-0.09027994539980803	0.0545299006834623	0.15269574947167164	0.00168841538498196	-0.24032613654525745	FALSE	FALSE	TRUE	1	10.925514141897272	10.715152835807752	10.849704789547577	0.21036130608952064	0.24032613654525745	0.00168841538498196	2.7725206991720195	3.463534278352055
gene_961	Non-contact specific	5.61740959224955e-6	-0.8660277577384773	0.0610294584240251	-0.3563448831948703	0.0128893364774015	-0.4649372071553731	TRUE	FALSE	TRUE	2	9.8912562003768425	9.52215822433011	9.253870792309309	0.6373854080675336	0.8660277577384773	5.61740959224955e-6	5.250463908477698	7.619904832022186
gene_962	Non-contact specific	5.08109536258534e-7	-0.7465441823335299	0.0520826517834583	-0.29141544439498884	0.00228176670881589	-0.4348341973366148	TRUE	FALSE	TRUE	2	9.45127220963947	9.154753605514815	8.95819185322764	0.4930803564118289	0.7465441823335299	5.08109536258534e-7	6.294042654124157	8.280211375203045
gene_963	NA	0.15303938890291	-0.15746048334732515	0.0130236501184621	-0.26208758455338416	0.367068547499498	0.1054989669297806	FALSE	TRUE	FALSE	1	11.564140653037516	11.660641717714341	11.41692837619804	0.24371334151630109	0.26208758455338416	0.0130236501184621	1.8852672796586754	2.653155790281745
gene_964	NA	0.102749086017705	0.2422246113797237	0.112039625746437	-0.2243095626604431	6.6939742583877e-4	0.4680907324237675	FALSE	FALSE	TRUE	1	9.161065002957585	9.495287571006456	9.33256208080977	0.3342225680488706	0.4680907324237675	6.6939742583877e-4	3.1743159620501973	4.4447199949466025
gene_965	Multi-region differential response	6.8252432358314e-28	1.691761024780632	7.01698493021642e-7	0.7692078152690709	1.2832455635077e-8	0.8852524210003125	TRUE	TRUE	TRUE	3	11.133639194217345	11.988269983117066	12.748844214177	1.6152050199596548	1.691761024780632	6.8252432358314e-28	27.16588186676383	32.16460893628475
gene_966	Multi-region differential response	2.03891690875501e-53	2.1315246661684877	0.00101357948429978	0.46325420528421646	3.35309542358881e-32	1.6383461073111427	TRUE	TRUE	TRUE	3	12.140245753642816	13.755691286442035	14.240109599077506	2.0998638454346903	2.1315246661684877	2.03891690875501e-53	52.69060047250753	59.0535136502792
gene_967	Non-contact specific	6.57100164497021e-9	-0.5988632628905969	0.576251464154446	0.06720733227654409	7.26008948542889e-11	-0.6659365249944837	TRUE	FALSE	TRUE	2	12.005727417175793	11.373402108442043	11.441833168753117	0.6323253087337495	0.6659365249944837	7.26008948542889e-11	10.13905802629874	12.103256385021457
gene_968	Reaction-zone specific	2.20406795327979e-8	0.6078884280739587	9.12567979957868e-10	0.6677179647402544	0.680273686626116	-0.05537063429384999	TRUE	TRUE	FALSE	2	12.229730115898034	12.178635421233599	12.834560336990045	0.6559249157564455	0.6677179647402544	9.12567979957868e-10	9.039734773752677	11.031095618989632
gene_969	NA	0.275161786783298	0.16021672003338738	0.395328048006146	0.12303652342774872	0.852815070980076	0.03162733586566461	FALSE	FALSE	FALSE	0	11.068644707584099	11.10446138144438	11.225688748514271	0.1570440409301721	0.16021672003338738	0.275161786783298	0.5604118790901236	1.0378893600870704
gene_970	Non-contact specific	0.00219852693279146	0.25662527761377757	0.279001901899003	-0.0885933016464633	1.88822567095327e-5	0.35251174631126	TRUE	FALSE	TRUE	2	12.447297447045202	12.79436200417636	12.69962971920686	0.3470645571311586	0.35251174631126	1.88822567095327e-5	4.723946102308705	5.776034152062384
gene_971	NA	0.595252063268932	0.1824869025732564	0.635539887365572	-0.14601254571073202	0.291438346791777	0.3217848861332104	FALSE	FALSE	FALSE	0	7.7131490484239595	7.859205256319208	7.791897797216336	0.1460562078952483	0.3217848861332104	0.291438346791777	0.5354533053306652	1.3250792854923343
gene_972	Multi-region differential response	6.87482979941031e-207	-3.050465215838937	4.3588845291314894e-54	1.5607283165233032	0	-4.627396319455781	TRUE	TRUE	TRUE	3	15.701162028913682	11.226131941112587	12.695770186839011	4.475030087801095	4.627396319455781	0	300	313.72982272671265
gene_973	Non-contact specific	4.4691452086994e-4	0.5242268418748399	0.440739694994909	0.14278703279937363	0.0110638276910092	0.3868228041903482	TRUE	FALSE	TRUE	2	12.22391800537151	12.621896341526584	12.758194967979966	0.5342769626084554	0.5242268418748399	4.4691452086994e-4	3.349775534282949	4.932506180641084
gene_974	Non-contact specific	7.0203175902147e-4	0.4380104131075793	0.61444947160658	0.07419242001195958	0.00626975220133844	0.3564612942910777	TRUE	FALSE	TRUE	2	11.063707119053337	11.404563498167144	11.48041888049117	0.41671176143783306	0.4380104131075793	7.0203175902147e-4	3.153643240497279	4.446375828150271
gene_975	Multi-region differential response	9.220317221087072e-14	0.5826805400482483	0.00990994130550901	0.209142438412589	3.31494601712858e-6	0.3687266054203511	TRUE	TRUE	TRUE	3	11.974680457752195	12.32720310466143	12.53308135432904	0.5584008965768454	0.5826805400482483	9.220317221087072e-14	13.035254136972648	14.759016113645991
gene_976	Non-contact specific	4.01959137055885e-9	0.9270178185017722	0.185485010378457	0.20862297347613185	6.96331835437632e-6	0.6965915613896336	TRUE	FALSE	TRUE	2	8.925935445160196	9.37742931070625	9.53624563254956	0.6103101873893646	0.9270178185017722	4.01959137055885e-9	8.395818094808975	10.860163919201884
gene_977	Reaction-zone specific	2.2621321930104e-4	-0.8871011087862727	3.89757440268491e-5	-0.9544742888108888	0.811129835734027	0.05864203649662736	TRUE	TRUE	FALSE	2	8.309813559185974	8.337146392011586	7.954136435325053	0.38300995668653304	0.9544742888108888	3.89757440268491e-5	4.409205585602346	6.701164119910657
gene_978	Multi-region differential response	5.22530822867538e-6	0.5719196454481583	0.014180034406284	0.29719543484129146	0.0374356941810408	0.2644164808242787	TRUE	TRUE	TRUE	3	9.113167049749208	9.28695487767008	9.499539770174273	0.3863727204250651	0.5719196454481583	5.22530822867538e-6	5.281888086448545	6.812100097769926
gene_979	Multi-region differential response	2.05291562927168e-18	0.785847194845279	8.7064624959813e-6	0.38989457148041246	1.77289019618706e-5	0.3875988478310899	TRUE	TRUE	TRUE	3	10.135945074458588	10.45632603491857	10.794475221857523	0.6585301473989347	0.785847194845279	2.05291562927168e-18	17.687628898897643	19.917853435987134
gene_980	Multi-region differential response	1.0084091973433e-11	1.1581002522296582	8.3903992479009e-4	0.5563074001883389	0.00104207171680337	0.5572748758217969	TRUE	TRUE	TRUE	3	9.370837445218154	9.778708948862711	10.257239237183562	0.8864017919654081	1.1581002522296582	1.0084091973433e-11	10.996363201931304	14.198965498356028
gene_981	NA	0.00435234028371422	-0.3486334800512563	0.311178889232449	-0.13117907329336032	0.0920738787349362	-0.21553717436613748	TRUE	FALSE	FALSE	1	10.693693544031191	10.511426652513185	10.396907121198417	0.2967864228327741	0.3486334800512563	0.00435234028371422	2.361277157068593	3.3553305400038798
gene_982	NA	0.471423255844028	-0.05965166359598017	0.685542992715163	-0.03458399161456865	0.784569466422351	-0.02532475283683776	FALSE	FALSE	FALSE	0	11.157201810880608	11.135719799747635	11.102631698851548	0.054570112029059814	0.05965166359598017	0.471423255844028	0.3265889970437488	0.5004624362647689
gene_983	Multi-region differential response	3.89698681069964e-30	1.0823595698472317	2.6364097745245603e-10	0.6083013760392691	2.07880919947512e-6	0.4610800211744983	TRUE	TRUE	TRUE	3	15.575972339716982	16.05262497904352	16.67084792370275	1.0948755839857665	1.0823595698472317	3.89698681069964e-30	29.409271064068758	32.668865787748985
gene_984	Plate-wide response	0.819470225842587	0.03520815878165306	3.76309532608635e-6	0.5817505205187807	1.54293811064441e-5	-0.5450645823969851	FALSE	TRUE	TRUE	2	9.577170695555392	9.189512196654318	9.598199112435209	0.40868691578089056	0.5817505205187807	3.76309532608635e-6	5.424454780067349	6.996642736885802
gene_985	Non-contact specific	1.7711791116854302e-15	0.5140196381990895	0.402453177112767	-0.06046739379368524	1.82489160582584e-19	0.5736371320904735	TRUE	FALSE	TRUE	2	12.052123409146906	12.606362033967743	12.546719571219846	0.5542386248208366	0.5736371320904735	1.82489160582584e-19	18.738762926489564	20.440275815491347
gene_986	NA	0.845441771023204	0.03392204272512564	0.55170958743667	-0.0898025807379827	0.425890016956985	0.1227870566529154	FALSE	FALSE	FALSE	0	10.923460324103889	11.044264018960824	10.964726231639148	0.1208036948569351	0.1227870566529154	0.425890016956985	0.3707025398541862	0.7370803480169521
gene_987	NA	0.387476536302653	-0.17934629598342405	0.446779569815598	-0.12595408200385816	0.90308349484533	-0.02283082822157227	FALSE	FALSE	FALSE	0	7.17956530662091	7.161606975406812	7.061836357336284	0.11772894928462652	0.17934629598342405	0.387476536302653	0.4117545911262122	0.8881761323776869
gene_988	Reaction-zone specific	4.62175966370114e-9	-0.6334786063953411	7.55797609148745e-5	-0.4315950827515273	0.0935369086064457	-0.19217761341860817	TRUE	TRUE	FALSE	2	11.697916636515647	11.518401615388077	11.117771278107654	0.580145358407993	0.6334786063953411	4.62175966370114e-9	8.3351926420335	10.182295213232175
gene_989	Non-contact specific	7.34566145810024e-6	0.4216920100619333	0.798233009749891	0.0284099753046913	2.43934356654798e-5	0.3902957158814694	TRUE	FALSE	TRUE	2	10.30126653390775	10.63467240776489	10.65921600289613	0.3579494689883802	0.4216920100619333	7.34566145810024e-6	5.133969091001199	6.335302580113446
gene_990	Non-contact specific	1.96165583467127e-8	0.6143366740138547	0.442615419557503	0.08954608456370018	1.18382494320457e-6	0.5186326480148767	TRUE	FALSE	TRUE	2	9.540184847569133	9.940115262208076	10.01319990681332	0.47301505924418663	0.6143366740138547	1.96165583467127e-8	7.707377185648357	9.409065592920253
gene_991	NA	0.46222638301642	-0.10441700161942044	0.0531696586680015	-0.2503421111163729	0.287736275276579	0.1496351098360285	FALSE	FALSE	FALSE	0	11.502849029833463	11.655729696191091	11.410000276592266	0.24572941959882577	0.2503421111163729	0.0531696586680015	1.274336127706872	2.0207497695384435
gene_992	Reaction-zone specific	3.25914939912353e-10	-0.9388864340603924	1.07423251296183e-5	-0.6586273051563356	0.100419874787738	-0.2550482266205135	TRUE	TRUE	FALSE	2	11.397386134433594	11.157424745440345	10.562849554039841	0.8345365803937526	0.9388864340603924	3.25914939912353e-10	9.486895731057468	12.199205179572004
gene_993	Plate-wide response	0.852168835178431	0.02540979211100611	0.0302388313892227	-0.24708710830008437	0.0178014926669937	0.2727212209371526	FALSE	TRUE	TRUE	2	11.704029177925555	11.971515030416269	11.733502300153381	0.2674858524907133	0.2727212209371526	0.0178014926669937	1.7495435802832673	2.5624718746482857
gene_994	NA	0.00527248416665649	-0.33820861292579785	0.0830576233470515	-0.21107368195933587	0.341782229221056	-0.1224959218591204	TRUE	FALSE	FALSE	1	9.930410744757369	9.831469378844941	9.668652890502766	0.2617578542546024	0.33820861292579785	0.00527248416665649	2.277984715778906	3.216159795885104
gene_995	Reaction-zone specific	5.50223785116132e-7	-0.6431891467708853	1.9188715681596497e-11	-0.8388635977394483	0.154848540198473	0.18760706993058857	TRUE	TRUE	FALSE	2	9.931927317848206	10.08707086295734	9.450034502890759	0.6370363600665812	0.8388635977394483	1.9188715681596497e-11	10.716954092021242	13.031717647566719
gene_996	NA	0.479055133844246	0.10544199751889465	0.203553130826801	-0.17878847833676223	0.0408218413818537	0.28390995527994584	FALSE	FALSE	TRUE	1	12.30857518906517	12.596699060120306	12.4214299963614	0.28812387105513615	0.28390995527994584	0.0408218413818537	1.3891074091265263	2.2450511907415542
gene_997	Plate-wide response	0.0873817556850842	-0.234135024123074	1.18739208491598e-5	-0.5687651740900355	0.0134965091316649	0.3303830657026262	FALSE	TRUE	TRUE	2	11.105120090791575	11.419413710946413	10.894108176690281	0.5253055342561321	0.5687651740900355	1.18739208491598e-5	4.925405850381133	6.588241732817336
gene_998	Plate-wide response	0.233232298306939	0.14914928479930845	0.0308050501057619	-0.25585259348468603	4.9265165013659e-4	0.40515248500206336	FALSE	TRUE	TRUE	2	10.983891294282616	11.368503563137194	11.130677837603493	0.38461226885457833	0.40515248500206336	4.9265165013659e-4	3.3074600582025493	4.502377297061255
gene_999	NA	0.734279567109194	0.05973658660259715	0.173105803592177	-0.2106810875376068	0.0831778222204634	0.2645017362926296	FALSE	FALSE	FALSE	0	12.564762955795713	12.848634039538563	12.63884746616223	0.2838710837428504	0.2645017362926296	0.0831778222204634	1.0799924546132706	1.89286701094138
gene_1000	NA	0.152891712620918	-0.14348310582278825	0.819295697067502	0.02599254547463048	0.0918433989756938	-0.16648324474296827	FALSE	FALSE	FALSE	0	11.51255483879136	11.351963478957735	11.379642651741179	0.16059135983362438	0.16648324474296827	0.0918433989756938	1.0369520521121238	1.5305099014316847
gene_1001	Reaction-zone specific	1.42100576933794e-8	0.45181099860128665	1.60364036705073e-5	0.3387473145897439	0.209352079034045	0.11005825378560864	TRUE	TRUE	FALSE	2	10.861049940066003	10.959575567451642	11.268128978983162	0.4070790389171588	0.45181099860128665	1.42100576933794e-8	7.847404158816692	9.158105194936425
gene_1002	NA	9.893497484641e-4	-0.29661313201394746	0.0554286005126175	-0.17614567549381713	0.223404805853299	-0.11762260903431793	TRUE	FALSE	FALSE	1	11.324521387523001	11.216131967462877	11.055135631781285	0.2693857557417161	0.29661313201394746	9.893497484641e-4	3.0046501523091997	3.867262172078811
gene_1003	Reaction-zone specific	0.0212144293805917	-0.39722549273232455	0.00946219635593262	-0.4422176885826736	0.810375784270065	0.04952658057510754	TRUE	TRUE	FALSE	2	12.544970352873092	12.601404260279958	12.161258834557326	0.4401454257226316	0.4422176885826736	0.00946219635593262	2.0240080438785326	3.3485888467665115
gene_1004	Multi-region differential response	2.95936323775199e-30	0.8761949322226281	2.64507563368673e-5	0.3320428865877881	4.85028751645997e-12	0.537173880237895	TRUE	TRUE	TRUE	3	14.639609733324685	15.180106951753222	15.516758947232749	0.8771492139080639	0.8761949322226281	2.95936323775199e-30	29.528801725454603	32.158340803807924
gene_1005	Non-contact specific	3.66015186175578e-10	-0.6776005560865032	0.0790529292291383	0.20098065165509757	2.1745760849906e-16	-0.8838906686935915	TRUE	FALSE	TRUE	2	14.350935854881387	13.468804070093856	13.67758397594059	0.8821317847875303	0.8838906686935915	2.1745760849906e-16	15.662625392453233	18.312538514627946
gene_1006	NA	0.0917827848213658	-0.15373572368719993	0.202380007287588	0.11605323427470284	0.00168843318641645	-0.2701072451839668	FALSE	FALSE	TRUE	1	10.739978536518189	10.508613247430004	10.609169861673966	0.23136528908818477	0.2701072451839668	0.00168843318641645	2.772516120308262	3.5440958997643803
gene_1007	NA	0.203785466677119	-0.1241681381608989	0.0443445829003621	-0.18753305961739508	0.549362881440574	0.0636350500613685	FALSE	TRUE	FALSE	1	11.072409707059778	11.136049432829006	10.964119458916773	0.17192997391223308	0.18753305961739508	0.0443445829003621	1.353159425667017	1.9001555188140402
gene_1008	Reaction-zone specific	6.474406134028e-12	-0.9959278478960936	2.03759753656924e-10	-0.9132819797543976	0.663527901661561	-0.07340029396052829	TRUE	TRUE	FALSE	2	10.298874695349655	10.244205161772756	9.533866913411524	0.7650077819381309	0.9959278478960936	6.474406134028e-12	11.188800061152936	13.945663538883254
gene_1009	Non-contact specific	0.0425841516262712	0.5035204767946793	0.968942701983522	-0.00998310347540144	0.0294827703649619	0.5042663989759888	TRUE	FALSE	TRUE	2	7.872949123534385	8.060550066511638	8.054806373975147	0.18760094297725338	0.5042663989759888	0.0294827703649619	1.530431710172331	2.7265654511015622
gene_1010	Non-contact specific	7.85424486993328e-5	-0.5964622404928303	0.555194906487264	0.09786626138918587	8.44063347429877e-7	-0.6983443990423459	TRUE	FALSE	TRUE	2	9.125578300331993	8.704859854302098	8.763930400371304	0.4207184460298947	0.6983443990423459	8.44063347429877e-7	6.0736249581055795	7.891032202220166
gene_1011	Non-contact specific	3.85975957461038e-12	-0.5066047207216695	0.484027277109808	-0.05853326054530655	3.11418355803489e-10	-0.44594699928465126	TRUE	FALSE	TRUE	2	11.412341201600263	11.00580177525422	10.952816721142936	0.4595244804573273	0.5066047207216695	3.85975957461038e-12	11.413439746797671	12.886173668698337
gene_1012	Multi-region differential response	1.19685275992545e-10	-0.6552276549790605	0.00175069342955472	-0.32268209168498413	0.0013535604106592	-0.3238358083205262	TRUE	TRUE	TRUE	3	10.639441515636285	10.358786378840758	10.092927839579314	0.5465136760569713	0.6552276549790605	1.19685275992545e-10	9.92195927439318	11.778928260408271
gene_1013	Non-contact specific	5.33059456235268e-5	-0.5482513346030586	0.666006711487482	0.06744481313488064	3.61031945493688e-6	-0.6154493107966963	TRUE	FALSE	TRUE	2	10.297248996645035	9.797370614203606	9.847257671550267	0.49987838244142857	0.6154493107966963	3.61031945493688e-6	5.442454368349714	7.173231372384535
gene_1014	Plate-wide response	0.590035912568855	-0.04267203669012805	6.257861600154499e-24	0.6749660563868629	2.92288708965357e-27	-0.718108273933448	FALSE	TRUE	TRUE	2	11.267997261339584	10.633074495633277	11.230097528893593	0.6349227657063068	0.718108273933448	2.92288708965357e-27	26.5341879609982	28.6053272745714
gene_1015	Multi-region differential response	1.7336694840032194e-11	-0.692873749236234	2.07455355798601e-6	0.49341800701297855	2.816896151353e-35	-1.1997762999949888	TRUE	TRUE	TRUE	3	9.894066643539592	9.058487657115487	9.38298943226671	0.835578986424105	1.1997762999949888	2.816896151353e-35	34.55022916356648	37.78536074998056
gene_1016	Non-contact specific	0.00152479714888775	-0.30530359818564295	0.14921618288867	0.14620042953065254	1.70661978994951e-6	-0.4510075527909538	TRUE	FALSE	TRUE	2	12.166563223586474	11.735781297886515	11.877136669285113	0.430781925699959	0.4510075527909538	1.70661978994951e-6	5.767863222598823	7.100660253880689
gene_1017	Multi-region differential response	5.504541518108958e-19	-0.5810994289513393	3.49559617211043e-6	-0.30514008341222437	2.63064154635847e-5	-0.272276150716049	TRUE	TRUE	TRUE	3	11.716932451749766	11.463175221621318	11.183261689617108	0.5336707621326582	0.5810994289513393	5.504541518108958e-19	18.25927884825398	19.955148468289316
gene_1018	NA	0.941165684791413	-0.00845912113070037	0.0579646277266003	-0.17715450568996685	0.0778298250818029	0.16854277155205305	FALSE	FALSE	FALSE	0	11.974544137021121	12.139827255766011	11.969774532224376	0.1700527235416356	0.17715450568996685	0.0579646277266003	1.2368369490135613	1.7611986839351306
gene_1019	NA	0.111832173455957	-0.1427034680781769	0.830679874972143	-0.02192251175979259	0.189484123533999	-0.1200770883713454	FALSE	FALSE	FALSE	0	11.038035881279711	10.926583006494846	10.90867357115752	0.12936231012219146	0.1427034680781769	0.111832173455957	0.9514332345153054	1.3662024807938506
gene_1020	Multi-region differential response	0.0278138686167732	0.23921754968351103	7.86161161482446e-7	0.5051452405111813	0.0140278454449097	-0.2625366019473669	TRUE	TRUE	TRUE	3	10.083624960794	9.869041959890584	10.279574023804486	0.4105320639139016	0.5051452405111813	7.86161161482446e-7	6.104488415324501	7.525310960260765
gene_1021	NA	0.869810628422251	0.02754367728789322	0.687271812597751	0.07310866254815981	0.829326388205033	-0.04224629115138175	FALSE	FALSE	FALSE	0	10.317775671369143	10.284915701292629	10.354513679446535	0.06959797815390623	0.07310866254815981	0.687271812597751	0.16287146764963115	0.37868677089985703
gene_1022	NA	0.160924235822941	-0.1173805262372168	6.656685146161e-4	-0.2682701908524737	0.0692556018899304	0.15051319716665149	FALSE	TRUE	FALSE	1	11.838606899310854	11.98161984458926	11.727929501808973	0.25369034278028657	0.2682701908524737	6.656685146161e-4	3.176741984210811	3.966972708696045
gene_1023	Plate-wide response	0.385635611901634	0.12291716226243991	0.0145020882670184	-0.31577396746004477	6.0611625952371e-4	0.4416718462402426	FALSE	TRUE	TRUE	2	11.174590705801064	11.5997399886945	11.300386346889892	0.425149282893436	0.4416718462402426	6.0611625952371e-4	3.2174440655581953	4.525937040932116
gene_1024	Multi-region differential response	5.35169835759762e-22	-0.8414217968907335	1.69243181307963e-10	-0.561143598471523	0.00263313592543817	-0.27164358649790704	TRUE	TRUE	TRUE	3	12.626912262249235	12.361328004295832	11.824689132898488	0.8022231293507467	0.8414217968907335	5.35169835759762e-22	21.271508373065846	23.75657509619806
gene_1025	Non-contact specific	6.09565634675074e-5	-0.45248902493964144	0.272510541761631	-0.1331100883316268	0.00651107879490178	-0.31475581759747295	TRUE	FALSE	TRUE	2	11.619131538520048	11.327515166574637	11.204429531094167	0.4147020074258805	0.45248902493964144	6.09565634675074e-5	4.214979525086564	5.534659582391727
gene_1026	NA	0.35939678089131	-0.30054896782547547	0.812940568676995	-0.06239481476713753	0.487788638848856	-0.17575524517097635	FALSE	FALSE	FALSE	0	7.325375937593301	7.226910173833328	7.210612306318776	0.11476363127452505	0.30054896782547547	0.35939678089131	0.44442581717529706	1.160287384100773
gene_1027	Multi-region differential response	2.39404022627467e-31	1.4446411156597168	0.0316700060462429	-0.24319499064846292	3.32976290997141e-46	1.6986533147633247	TRUE	TRUE	TRUE	3	8.724561998441427	9.834837809377504	9.64804816152016	1.110275810936077	1.6986533147633247	3.32976290997141e-46	45.47758668858282	49.985169129045545
gene_1028	Non-contact specific	0.0190584048204465	0.21588514255326496	0.0962252789913657	-0.15423566436132494	2.9303743569139e-5	0.3695167230050976	TRUE	FALSE	TRUE	2	11.16635948581009	11.514425817396594	11.369363217907491	0.34806633158650335	0.3695167230050976	2.9303743569139e-5	4.5330768947460225	5.620176672342721
gene_1029	Plate-wide response	0.0709474688945053	0.24361685029362695	0.00890211460951881	-0.34345062910222635	4.53698767143024e-6	0.5901373262740501	FALSE	TRUE	TRUE	2	11.089583598794798	11.653452818425297	11.328160308587227	0.5638692196304991	0.5901373262740501	4.53698767143024e-6	5.34323240086118	7.08737627303978
gene_1030	Multi-region differential response	1.48657354259027e-6	0.39718275702699835	1.3386374421865302e-15	0.6516469473167337	0.00336048071813426	-0.25001911883963407	TRUE	TRUE	TRUE	3	14.133539347783815	13.876835625457852	14.531524970792763	0.6546893453349103	0.6516469473167337	1.3386374421865302e-15	14.873337031784644	16.83132027175302
gene_1031	Non-contact specific	2.22832368378459e-5	-0.5181789563077059	0.160008767218977	-0.17690940014040105	0.00390614058458387	-0.334044985862685	TRUE	FALSE	TRUE	2	9.405771857452788	9.18164708785637	9.065715286986634	0.3400565704661531	0.5181789563077059	2.22832368378459e-5	4.652021723789503	6.028436206871069
gene_1032	NA	0.00665636487619246	0.27806888590811285	0.391630636347127	0.0956618898229854	0.0950364680541568	0.17857380689408342	TRUE	FALSE	FALSE	1	12.799328304501321	12.98098355434573	13.079038254606433	0.27970995010511146	0.27806888590811285	0.00665636487619246	2.1767628797200818	3.012610601641419
gene_1033	NA	0.0659815345371438	0.17248947972550235	0.00273765154607403	0.2708917677556908	0.326281822090025	-0.09839445492905265	FALSE	TRUE	FALSE	1	11.40385430880777	11.307952148971097	11.563157577199766	0.25520542822866865	0.2708917677556908	0.00273765154607403	2.5626218305803112	3.3596107943203615
gene_1034	Non-contact specific	3.0985059753359193e-18	-1.215444403537461	0.40176720365237	-0.12905692453156417	9.070563522575e-15	-1.0772453195334746	TRUE	FALSE	TRUE	2	11.806440897623247	10.821855237014226	10.705719211659224	1.1007216859640234	1.215444403537461	3.0985059753359193e-18	17.50884766199521	21.040458155034152
gene_1035	Reaction-zone specific	0.00629881281690273	0.219815579139754	4.8694231702314e-4	0.2774363659455153	0.533735493046352	-0.05787630040673443	TRUE	TRUE	FALSE	2	12.820692202455374	12.762466535425533	13.037181056792848	0.274714521367315	0.2774363659455153	4.8694231702314e-4	3.3125224820754693	4.142109735333815
gene_1036	NA	0.384341172471458	-0.1647296324281944	0.410464869717681	-0.15952162000325615	0.978836898826288	-0.01008561422511672	FALSE	FALSE	FALSE	0	13.185078633183847	13.192639780435194	13.032835344126763	0.15980443630843055	0.1647296324281944	0.384341172471458	0.4152830893337822	0.9045467904986015
