gene_id	protein_id
gene_6261	1984821
gene_6262	1984822
gene_6263	1984823
gene_6264	1984824
gene_6266	1984826
gene_6268	1984828
gene_6269	1984829
gene_6272	1984832
gene_6273	1984833
gene_6276	1984836
gene_6277	1984837
gene_6279	1984839
gene_6282	1984842
gene_6283	1984843
gene_6288	1984848
gene_6292	1984852
gene_6294	1984854
gene_6295	1984855
gene_6296	1984856
gene_6299	1984859
gene_6301	1984861
gene_6305	1984865
gene_6307	1984867
gene_6309	1984869
gene_6313	1984873
gene_6317	1984877
gene_6319	1984879
gene_6320	1984880
gene_6322	1984882
gene_6323	1984883
gene_6325	1984885
gene_6326	1984886
gene_6328	1984888
gene_6329	1984889
gene_6331	1984891
gene_6333	1984893
gene_6335	1984895
gene_6342	1984902
gene_6343	1984903
gene_6344	1984904
gene_6345	1984905
gene_6346	1984906
gene_6348	1984908
gene_6349	1984909
gene_6350	1984910
gene_6351	1984911
gene_6352	1984912
gene_6353	1984913
gene_6355	1984915
gene_6356	1984916
gene_6360	1984920
gene_6364	1984924
gene_6368	1984928
gene_6369	1984929
gene_6371	1984931
gene_6372	1984932
gene_6374	1984934
gene_6375	1984935
gene_6379	1984939
gene_6385	1984945
gene_6386	1984946
gene_6387	1984947
gene_6388	1984948
gene_6389	1984949
gene_6390	1984950
gene_6392	1984952
gene_6394	1984954
gene_6396	1984956
gene_6397	1984957
gene_6399	1984959
gene_6401	1984961
gene_6402	1984962
gene_6403	1984963
gene_6404	1984964
gene_6405	1984965
gene_6406	1984966
gene_6407	1984967
gene_6411	1984971
gene_6412	1984972
gene_6415	1984975
gene_6416	1984976
gene_6417	1984977
gene_6419	1984979
gene_6423	1984983
gene_6425	1984985
gene_6426	1984986
gene_6428	1984988
gene_6432	1984992
gene_6434	1984994
gene_6437	1984997
gene_6439	1984999
gene_6440	1985000
gene_6442	1985002
gene_6444	1985004
gene_6445	1985005
gene_6446	1985006
gene_6447	1985007
gene_6449	1985009
gene_6452	1985012
gene_6453	1985013
gene_6454	1985014
gene_6455	1985015
gene_6456	1985016
gene_6457	1985017
gene_6460	1985020
gene_6461	1985021
gene_6462	1985022
gene_6463	1985023
gene_6465	1985025
gene_6468	1985028
gene_6472	1985032
gene_6473	1985033
gene_6474	1985034
gene_6476	1985036
gene_6478	1985038
gene_6479	1985039
gene_6481	1985041
gene_6486	1985046
gene_6487	1985047
gene_6489	1985049
gene_6490	1985050
gene_6491	1985051
gene_6492	1985052
gene_6495	1985055
gene_6496	1985056
gene_6498	1985058
gene_6499	1985059
gene_6500	1985060
gene_6503	1985063
gene_6504	1985064
gene_6505	1985065
gene_6506	1985066
gene_6508	1985068
gene_6510	1985070
gene_6512	1985072
gene_6513	1985073
gene_6515	1985075
gene_6516	1985076
gene_6519	1985079
gene_6521	1985081
gene_6522	1985082
gene_6525	1985085
gene_6526	1985086
gene_6531	1985091
gene_6535	1985095
gene_6537	1985097
gene_6539	1985099
gene_6542	1985102
gene_6543	1985103
gene_6550	1985110
gene_6551	1985111
gene_6554	1985114
gene_6555	1985115
gene_6557	1985117
gene_6560	1985120
gene_6561	1985121
gene_6562	1985122
gene_6565	1985125
gene_6570	1985130
gene_6571	1985131
gene_6572	1985132
gene_6573	1985133
gene_6574	1985134
gene_6576	1985136
gene_6577	1985137
gene_6578	1985138
gene_6579	1985139
gene_6583	1985143
gene_6584	1985144
gene_6586	1985146
gene_6587	1985147
gene_6588	1985148
gene_6589	1985149
gene_6591	1985151
gene_6594	1985154
gene_6595	1985155
gene_6602	1985162
gene_6608	1985168
gene_6610	1985170
gene_6612	1985172
gene_6614	1985174
gene_6615	1985175
gene_6616	1985176
gene_6617	1985177
gene_6618	1985178
gene_6620	1985180
gene_6624	1985184
gene_6625	1985185
gene_6626	1985186
gene_6627	1985187
gene_6629	1985189
gene_6631	1985191
gene_6633	1985193
gene_6634	1985194
gene_6635	1985195
gene_6636	1985196
gene_6641	1985201
gene_6644	1985204
gene_6649	1985209
gene_6651	1985211
gene_6654	1985214
gene_6655	1985215
gene_6656	1985216
gene_6657	1985217
gene_6661	1985221
gene_6662	1985222
gene_6664	1985224
gene_6666	1985226
gene_6668	1985228
gene_6671	1985231
gene_6672	1985232
gene_6674	1985234
gene_6675	1985235
gene_6676	1985236
gene_6677	1985237
gene_6678	1985238
gene_6680	1985240
gene_6681	1985241
gene_6682	1985242
gene_6683	1985243
gene_6685	1985245
gene_6692	1985252
gene_6694	1985254
gene_6698	1985258
gene_6700	1985260
gene_6703	1985263
gene_6704	1985264
gene_6706	1985266
gene_6711	1985271
gene_6713	1985273
gene_6714	1985274
gene_6715	1985275
gene_6721	1985281
gene_6722	1985282
gene_6723	1985283
gene_6724	1985284
gene_6726	1985286
gene_6728	1985288
gene_6731	1985291
gene_6732	1985292
gene_6733	1985293
gene_6739	1985299
gene_6740	1985300
gene_6741	1985301
gene_6743	1985303
gene_6745	1985305
gene_6748	1985308
gene_6752	1985312
gene_6753	1985313
gene_6754	1985314
gene_6756	1985316
gene_6757	1985317
gene_6760	1985320
gene_6764	1985324
gene_6770	1985330
gene_6778	1985338
gene_6782	1985342
gene_6783	1985343
gene_6784	1985344
gene_6785	1985345
gene_6786	1985346
gene_6787	1985347
gene_6788	1985348
gene_6791	1985351
gene_6792	1985352
gene_6798	1985358
gene_6799	1985359
gene_6800	1985360
gene_6802	1985362
gene_6803	1985363
gene_6812	1985372
gene_6813	1985373
gene_6815	1985375
gene_6817	1985377
gene_6818	1985378
gene_6819	1985379
gene_6820	1985380
gene_6823	1985383
gene_6825	1985385
gene_6826	1985386
gene_6827	1985387
gene_6828	1985388
gene_6830	1985390
gene_6831	1985391
gene_6832	1985392
gene_6837	1985397
gene_6841	1985401
gene_6842	1985402
gene_6843	1985403
gene_6847	1985407
gene_6848	1985408
gene_6850	1985410
gene_6851	1985411
gene_6852	1985412
gene_6856	1985416
gene_6860	1985420
gene_6861	1985421
gene_6863	1985423
gene_6865	1985425
gene_6866	1985426
gene_6869	1985429
gene_6872	1985432
gene_6874	1985434
gene_6876	1985436
gene_6878	1985438
gene_6881	1985441
gene_6882	1985442
gene_6883	1985443
gene_6885	1985445
gene_6886	1985446
gene_6887	1985447
gene_6892	1985452
gene_6893	1985453
gene_6894	1985454
gene_6895	1985455
gene_6899	1985459
gene_6901	1985461
gene_6904	1985464
gene_6907	1985467
gene_6908	1985468
gene_6909	1985469
gene_6910	1985470
gene_6911	1985471
gene_6912	1985472
gene_6914	1985474
gene_6917	1985477
gene_6919	1985479
gene_6923	1985483
gene_6926	1985486
gene_6927	1985487
gene_6928	1985488
gene_6929	1985489
gene_6932	1985492
gene_6933	1985493
gene_6934	1985494
gene_6935	1985495
gene_6937	1985497
gene_6938	1985498
gene_6940	1985500
gene_6942	1985502
gene_6943	1985503
gene_6944	1985504
gene_6946	1985506
gene_6947	1985507
gene_6950	1985510
gene_6951	1985511
gene_6952	1985512
gene_6954	1985514
gene_6955	1985515
gene_6956	1985516
gene_6957	1985517
gene_6959	1985519
gene_6960	1985520
gene_6961	1985521
gene_6962	1985522
gene_6964	1985524
gene_6965	1985525
gene_6966	1985526
gene_6970	1985530
gene_6974	1985534
gene_6977	1985537
gene_6980	1985540
gene_6983	1985543
gene_6984	1985544
gene_6985	1985545
gene_6986	1985546
gene_6987	1985547
gene_6990	1985550
gene_6993	1985553
gene_6995	1985555
gene_7002	1985562
gene_7003	1985563
gene_7006	1985566
gene_7012	1985572
gene_7020	1985580
gene_7021	1985581
gene_7023	1985583
gene_7025	1985585
gene_7027	1985587
gene_7038	1985598
gene_7039	1985599
gene_7040	1985600
gene_7042	1985602
gene_7048	1985608
gene_7049	1985609
gene_7051	1985611
gene_7052	1985612
gene_7053	1985613
gene_7054	1985614
gene_7055	1985615
gene_7056	1985616
gene_7061	1985621
gene_7063	1985623
gene_7065	1985625
gene_7066	1985626
gene_7070	1985630
gene_7074	1985634
gene_7076	1985636
gene_7082	1985642
gene_7083	1985643
gene_7084	1985644
gene_7086	1985646
gene_7087	1985647
gene_7088	1985648
gene_7089	1985649
gene_7091	1985651
gene_7096	1985656
gene_7099	1985659
gene_7101	1985661
gene_7102	1985662
gene_7104	1985664
gene_7106	1985666
gene_7108	1985668
gene_7110	1985670
gene_7112	1985672
gene_7115	1985675
gene_7116	1985676
gene_7118	1985678
gene_7119	1985679
gene_7120	1985680
gene_7121	1985681
gene_7122	1985682
gene_7123	1985683
gene_7125	1985685
gene_7126	1985686
gene_7128	1985688
gene_7129	1985689
gene_7130	1985690
gene_7132	1985692
gene_7133	1985693
gene_7134	1985694
gene_7142	1985702
gene_7143	1985703
gene_7144	1985704
gene_7145	1985705
gene_7147	1985707
gene_7148	1985708
gene_7149	1985709
gene_7150	1985710
gene_7159	1985719
gene_7163	1985723
gene_7165	1985725
gene_7166	1985726
gene_7167	1985727
gene_7170	1985730
gene_7174	1985734
gene_7175	1985735
gene_7176	1985736
gene_7177	1985737
gene_7178	1985738
gene_7179	1985739
gene_7180	1985740
gene_7183	1985743
gene_7184	1985744
gene_7185	1985745
gene_7186	1985746
gene_7188	1985748
gene_7190	1985750
gene_7191	1985751
gene_7192	1985752
gene_7193	1985753
gene_7195	1985755
gene_7197	1985757
gene_7199	1985759
gene_7200	1985760
gene_7201	1985761
gene_7202	1985762
gene_7211	1985771
gene_7213	1985773
gene_7214	1985774
gene_7216	1985776
gene_7223	1985783
gene_7227	1985787
gene_7229	1985789
gene_7230	1985790
gene_7232	1985792
gene_7234	1985794
gene_7235	1985795
gene_7237	1985797
gene_7238	1985798
gene_7239	1985799
gene_7245	1985805
gene_7250	1985810
gene_7251	1985811
gene_7254	1985814
gene_7255	1985815
gene_7256	1985816
gene_7257	1985817
gene_7258	1985818
gene_7260	1985820
gene_7261	1985821
gene_7262	1985822
gene_7265	1985825
gene_7266	1985826
gene_7267	1985827
gene_7270	1985830
gene_7273	1985833
gene_7276	1985836
gene_7278	1985838
gene_7284	1985844
gene_7285	1985845
gene_7288	1985848
gene_7289	1985849
gene_7292	1985852
gene_7293	1985853
gene_7296	1985856
gene_7299	1985859
gene_7300	1985860
gene_7301	1985861
gene_7302	1985862
gene_7303	1985863
gene_7304	1985864
gene_7305	1985865
gene_7306	1985866
gene_7308	1985868
gene_7309	1985869
gene_7310	1985870
gene_7311	1985871
gene_7312	1985872
gene_7313	1985873
gene_7314	1985874
gene_7315	1985875
gene_7319	1985879
gene_7322	1985882
gene_7323	1985883
gene_7324	1985884
gene_7326	1985886
gene_7328	1985888
gene_7329	1985889
gene_7332	1985892
gene_7333	1985893
gene_7334	1985894
gene_7335	1985895
gene_7337	1985897
gene_7338	1985898
gene_7351	1985911
gene_7354	1985914
gene_7356	1985916
gene_7362	1985922
gene_7363	1985923
gene_7364	1985924
gene_7365	1985925
gene_7367	1985927
gene_7371	1985931
gene_7372	1985932
gene_7373	1985933
gene_7376	1985936
gene_7377	1985937
gene_7378	1985938
gene_7380	1985940
gene_7381	1985941
gene_7382	1985942
gene_7392	1985952
gene_7393	1985953
gene_7395	1985955
gene_7396	1985956
gene_7397	1985957
gene_7398	1985958
gene_7400	1985960
gene_7403	1985963
gene_7407	1985967
gene_7408	1985968
gene_7411	1985971
gene_7413	1985973
gene_7415	1985975
gene_7418	1985978
gene_7419	1985979
gene_7422	1985982
gene_7424	1985984
gene_7426	1985986
gene_7427	1985987
gene_7428	1985988
gene_7429	1985989
gene_7430	1985990
gene_7432	1985992
gene_7436	1985996
gene_7437	1985997
gene_7439	1985999
gene_7441	1986001
gene_7442	1986002
gene_7445	1986005
gene_7446	1986006
gene_7450	1986010
gene_7451	1986011
gene_7452	1986012
gene_7455	1986015
gene_7456	1986016
gene_7457	1986017
gene_7460	1986020
gene_7464	1986024
gene_7465	1986025
gene_7468	1986028
gene_7471	1986031
gene_7474	1986034
gene_7480	1986040
gene_7481	1986041
gene_7482	1986042
gene_7486	1986046
gene_7487	1986047
gene_7489	1986049
gene_7490	1986050
gene_7496	1986056
gene_7502	1986062
gene_7503	1986063
gene_7504	1986064
gene_7505	1986065
gene_7506	1986066
gene_7507	1986067
gene_7508	1986068
gene_7511	1986071
gene_7513	1986073
gene_7514	1986074
gene_7516	1986076
gene_7518	1986078
gene_7521	1986081
gene_7526	1986086
gene_7528	1986088
gene_7529	1986089
gene_7532	1986092
gene_7533	1986093
gene_7537	1986097
gene_7538	1986098
gene_7541	1986101
gene_7542	1986102
gene_7544	1986104
gene_7547	1986107
gene_7553	1986113
gene_7554	1986114
gene_7555	1986115
gene_7556	1986116
gene_7557	1986117
gene_7559	1986119
gene_7560	1986120
gene_7561	1986121
gene_7562	1986122
gene_7565	1986125
gene_7571	1986131
gene_7572	1986132
gene_7574	1986134
gene_7575	1986135
gene_7578	1986138
gene_7581	1986141
gene_7583	1986143
gene_7585	1986145
gene_7587	1986147
gene_7588	1986148
gene_7591	1986151
gene_7592	1986152
gene_7593	1986153
gene_7594	1986154
gene_7595	1986155
gene_7597	1986157
gene_7599	1986159
gene_7601	1986161
gene_7602	1986162
gene_7608	1986168
gene_7609	1986169
gene_7613	1986173
gene_7615	1986175
gene_7616	1986176
gene_7617	1986177
gene_7623	1986183
gene_7624	1986184
gene_7626	1986186
gene_7627	1986187
gene_7628	1986188
gene_7629	1986189
gene_7630	1986190
gene_7635	1986195
gene_7637	1986197
gene_7640	1986200
gene_7642	1986202
gene_7645	1986205
gene_7646	1986206
gene_7652	1986212
gene_7653	1986213
gene_7654	1986214
gene_7655	1986215
gene_7660	1986220
gene_7661	1986221
gene_7662	1986222
gene_7663	1986223
gene_7664	1986224
gene_7665	1986225
gene_7666	1986226
gene_7668	1986228
gene_7670	1986230
gene_7671	1986231
gene_7673	1986233
gene_7674	1986234
gene_7676	1986236
gene_7679	1986239
gene_7682	1986242
gene_7683	1986243
gene_7689	1986249
gene_7690	1986250
gene_7691	1986251
gene_7700	1986260
gene_7701	1986261
gene_7703	1986263
gene_7704	1986264
gene_7705	1986265
gene_7707	1986267
gene_7708	1986268
gene_7709	1986269
gene_7712	1986272
gene_7713	1986273
gene_7715	1986275
gene_7725	1986285
gene_7727	1986287
gene_7729	1986289
gene_7731	1986291
gene_7732	1986292
gene_7734	1986294
gene_7739	1986299
gene_7740	1986300
gene_7741	1986301
gene_7742	1986302
gene_7743	1986303
gene_7745	1986305
gene_7746	1986306
gene_7750	1986310
gene_7753	1986313
gene_7755	1986315
gene_7757	1986317
gene_7759	1986319
gene_7763	1986323
gene_7765	1986325
gene_7766	1986326
gene_7770	1986330
gene_7773	1986333
gene_7777	1986337
gene_7781	1986341
gene_7785	1986345
gene_7786	1986346
gene_7790	1986350
gene_7794	1986354
gene_7795	1986355
gene_7796	1986356
gene_7797	1986357
gene_7798	1986358
gene_7800	1986360
gene_7802	1986362
gene_7803	1986363
gene_7805	1986365
gene_7806	1986366
gene_7807	1986367
gene_7808	1986368
gene_7809	1986369
gene_7810	1986370
gene_7811	1986371
gene_7812	1986372
gene_7817	1986377
gene_7822	1986382
gene_7823	1986383
gene_7825	1986385
gene_7827	1986387
gene_7828	1986388
gene_7830	1986390
gene_7834	1986394
gene_7837	1986397
gene_7838	1986398
gene_7841	1986401
gene_7842	1986402
gene_7843	1986403
gene_7846	1986406
gene_7847	1986407
gene_7851	1986411
gene_7853	1986413
gene_7856	1986416
gene_7858	1986418
gene_7859	1986419
gene_7863	1986423
gene_7867	1986427
gene_7868	1986428
gene_7869	1986429
gene_7873	1986433
gene_7879	1986439
gene_7885	1986445
gene_7886	1986446
gene_7888	1986448
gene_7889	1986449
gene_7892	1986452
gene_7894	1986454
gene_7896	1986456
gene_7897	1986457
gene_7900	1986460
gene_7901	1986461
gene_7902	1986462
gene_7903	1986463
gene_7907	1986467
gene_7910	1986470
gene_7911	1986471
gene_7913	1986473
gene_7917	1986477
gene_7919	1986479
gene_7927	1986487
gene_7934	1986494
gene_7935	1986495
gene_7938	1986498
gene_7939	1986499
gene_7941	1986501
gene_7943	1986503
gene_7945	1986505
gene_7946	1986506
gene_7947	1986507
gene_7948	1986508
gene_7949	1986509
gene_7951	1986511
gene_7953	1986513
gene_7954	1986514
gene_7955	1986515
gene_7958	1986518
gene_7959	1986519
gene_7964	1986524
gene_7967	1986527
gene_7968	1986528
gene_7972	1986532
gene_7973	1986533
gene_7974	1986534
gene_7975	1986535
gene_7977	1986537
gene_7985	1986545
gene_7992	1986552
gene_7996	1986556
gene_8002	1986562
gene_8004	1986564
gene_8007	1986567
gene_8009	1986569
gene_8010	1986570
gene_8011	1986571
gene_8012	1986572
gene_8015	1986575
gene_8016	1986576
gene_8017	1986577
gene_8018	1986578
gene_8019	1986579
gene_8020	1986580
gene_8021	1986581
gene_8022	1986582
gene_8026	1986586
gene_8027	1986587
gene_8031	1986591
gene_8035	1986595
gene_8038	1986598
gene_8041	1986601
gene_8044	1986604
gene_8047	1986607
gene_8049	1986609
gene_8050	1986610
gene_8051	1986611
gene_8053	1986613
gene_8057	1986617
gene_8060	1986620
gene_8062	1986622
gene_8064	1986624
gene_8066	1986626
gene_8067	1986627
gene_8074	1986634
gene_8080	1986640
gene_8081	1986641
gene_8082	1986642
gene_8083	1986643
gene_8086	1986646
gene_8087	1986647
gene_8093	1986653
gene_8094	1986654
gene_8095	1986655
gene_8096	1986656
gene_8098	1986658
gene_8099	1986659
gene_8100	1986660
gene_8101	1986661
gene_8102	1986662
gene_8103	1986663
gene_8104	1986664
gene_8105	1986665
gene_8106	1986666
gene_8109	1986669
gene_8110	1986670
gene_8111	1986671
gene_8112	1986672
gene_8116	1986676
gene_8122	1986682
gene_8123	1986683
gene_8125	1986685
gene_8126	1986686
gene_8127	1986687
gene_8131	1986691
gene_8132	1986692
gene_8133	1986693
gene_8134	1986694
gene_8136	1986696
gene_8139	1986699
gene_8142	1986702
gene_8144	1986704
gene_8145	1986705
gene_8146	1986706
gene_8147	1986707
gene_8149	1986709
gene_8154	1986714
gene_8155	1986715
gene_8156	1986716
gene_8157	1986717
gene_8159	1986719
gene_8160	1986720
gene_8161	1986721
gene_8163	1986723
gene_8164	1986724
gene_8168	1986728
gene_8169	1986729
gene_8172	1986732
gene_8173	1986733
gene_8177	1986737
gene_8179	1986739
gene_8180	1986740
gene_8182	1986742
gene_8185	1986745
gene_8186	1986746
gene_8187	1986747
gene_8189	1986749
gene_8190	1986750
gene_8193	1986753
gene_8194	1986754
gene_8195	1986755
gene_8196	1986756
gene_8198	1986758
gene_8202	1986762
gene_8203	1986763
gene_8204	1986764
gene_8205	1986765
gene_8209	1986769
gene_8212	1986772
gene_8214	1986774
gene_8217	1986777
gene_8218	1986778
gene_8222	1986782
gene_8224	1986784
gene_8229	1986789
gene_8235	1986795
gene_8237	1986797
gene_8238	1986798
gene_8240	1986800
gene_8247	1986807
gene_8250	1986810
gene_8253	1986813
gene_8255	1986815
gene_8256	1986816
gene_8257	1986817
gene_8260	1986820
gene_8265	1986825
gene_8267	1986827
gene_8272	1986832
gene_8276	1986836
gene_8277	1986837
gene_8278	1986838
gene_8279	1986839
gene_8282	1986842
gene_8283	1986843
gene_8284	1986844
gene_8286	1986846
gene_8291	1986851
gene_8294	1986854
gene_8298	1986858
gene_8299	1986859
gene_8303	1986863
gene_8305	1986865
gene_8306	1986866
gene_8307	1986867
gene_8308	1986868
gene_8310	1986870
gene_8312	1986872
gene_8313	1986873
gene_8318	1986878
gene_8320	1986880
gene_8321	1986881
gene_8322	1986882
gene_8323	1986883
gene_8329	1986889
gene_8330	1986890
gene_8332	1986892
gene_8333	1986893
gene_8336	1986896
gene_8339	1986899
gene_8341	1986901
gene_8344	1986904
gene_8345	1986905
gene_8347	1986907
gene_8350	1986910
gene_8351	1986911
gene_8354	1986914
gene_8355	1986915
gene_8356	1986916
gene_8360	1986920
gene_8361	1986921
gene_8362	1986922
gene_8363	1986923
gene_8364	1986924
gene_8365	1986925
gene_8366	1986926
gene_8369	1986929
gene_8371	1986931
gene_8372	1986932
gene_8373	1986933
gene_8375	1986935
gene_8376	1986936
gene_8381	1986941
gene_8384	1986944
gene_8387	1986947
gene_8388	1986948
gene_8391	1986951
gene_8395	1986955
gene_8396	1986956
gene_8397	1986957
gene_8398	1986958
gene_8399	1986959
gene_8400	1986960
gene_8401	1986961
gene_8402	1986962
gene_8409	1986969
gene_8410	1986970
gene_8414	1986974
gene_8415	1986975
gene_8420	1986980
gene_8421	1986981
gene_8424	1986984
gene_8427	1986987
gene_8428	1986988
gene_8429	1986989
gene_8430	1986990
gene_8439	1986999
gene_8442	1987002
gene_8443	1987003
gene_8450	1987010
gene_8451	1987011
gene_8452	1987012
gene_8456	1987016
gene_8457	1987017
gene_8458	1987018
gene_8460	1987020
gene_8462	1987022
gene_8463	1987023
gene_8468	1987028
gene_8469	1987029
gene_8472	1987032
gene_8475	1987035
gene_8477	1987037
gene_8478	1987038
gene_8479	1987039
gene_8481	1987041
gene_8482	1987042
gene_8484	1987044
gene_8487	1987047
gene_8488	1987048
gene_8489	1987049
gene_8494	1987054
gene_8501	1987061
gene_8502	1987062
gene_8503	1987063
gene_8504	1987064
gene_8505	1987065
gene_8506	1987066
gene_8507	1987067
gene_8508	1987068
gene_8510	1987070
gene_8512	1987072
gene_8516	1987076
gene_8518	1987078
gene_8520	1987080
gene_8521	1987081
gene_8523	1987083
gene_8525	1987085
gene_8527	1987087
gene_8528	1987088
gene_8529	1987089
gene_8532	1987092
gene_8533	1987093
gene_8534	1987094
gene_8535	1987095
gene_8539	1987099
gene_8540	1987100
gene_8541	1987101
gene_8542	1987102
gene_8543	1987103
gene_8547	1987107
gene_8550	1987110
gene_8557	1987117
gene_8558	1987118
gene_8560	1987120
gene_8561	1987121
gene_8562	1987122
gene_8566	1987126
gene_8568	1987128
gene_8569	1987129
gene_8572	1987132
gene_8575	1987135
gene_8577	1987137
gene_8578	1987138
gene_8579	1987139
gene_8580	1987140
gene_8581	1987141
gene_8583	1987143
gene_8591	1987151
gene_8595	1987155
gene_8597	1987157
gene_8601	1987161
gene_8602	1987162
gene_8605	1987165
gene_8606	1987166
gene_8607	1987167
gene_8608	1987168
gene_8610	1987170
gene_8611	1987171
gene_8613	1987173
gene_8619	1987179
gene_8624	1987184
gene_8626	1987186
gene_8629	1987189
gene_8636	1987196
gene_8637	1987197
