organism	contrast_id	contrast_label	story	gene_id	base_mean	log2_fold_change	padj	source_file	tested	significant	direction	abs_log2_fold_change	contrast_display
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7380	1537.60764451627	0.740077773927338	9.0906930253128e-22	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Upregulated	0.740077773927338	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7381	823.018333929207	0.39446102445528	0.0287419770673616	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Upregulated	0.39446102445528	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7383	224.436906653072	-1.62193848970237	2.41226540293537e-22	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Downregulated	1.62193848970237	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7385	202.253355473244	-0.956879486458422	6.46369233322611e-6	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Downregulated	0.956879486458422	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7386	1344.63311663588	-0.262090326608657	0.0170829797731615	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Downregulated	0.262090326608657	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7388	3179.26603993841	-0.588987697970214	7.59497808928363e-7	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Downregulated	0.588987697970214	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7389	5921.17721576611	-0.461999819413529	7.69756433468972e-6	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Downregulated	0.461999819413529	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7390	20.2011020405437	-1.68975113836989	0.00335637564335217	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Downregulated	1.68975113836989	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7391	435.661625386206	0.305798490123392	0.0282369304872509	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Upregulated	0.305798490123392	Ophiostoma | Interaction vs control
Ophiostoma	interaction_vs_onu	Interaction vs control	Cross-species confrontation	gene_7393	195.493217773624	-0.680597983005845	0.00251536290035463	/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/deseq2_results/tables/interaction_vs_onu_all_genes.tsv	TRUE	TRUE	Downregulated	0.680597983005845	Ophiostoma | Interaction vs control
