gene_394	239	234	167	516	353	918	756	765	1273
gene_395	530	575	494	757	603	1164	1022	1290	1437
gene_396	470	488	421	635	545	1094	1549	1548	2029
gene_397	9049	8883	7950	8329	6545	12421	16962	21858	27057
gene_398	6682	6009	5583	12356	9917	24146	24694	25457	37350
gene_399	3192	2700	2346	807	656	2245	3675	3079	4642
gene_400	4631	4092	3790	3731	3253	6729	10517	12407	14942
gene_401	3273	3320	2907	5462	4437	8895	6568	7124	9650
gene_402	15990	14754	12695	20598	15322	42693	48651	45641	67578
gene_403	226	248	223	286	230	538	696	623	994
gene_404	2981	2566	2326	2761	2097	6226	6615	5759	10709
gene_405	681	605	492	745	529	1742	1319	1060	1858
gene_406	157	157	125	107	87	174	376	436	472
gene_407	1907	1791	1616	3932	3101	8254	10046	9168	13164
gene_408	1671	1551	1454	1707	1377	2755	3194	3661	4857
gene_409	6430	5837	5948	6146	5115	8840	12922	16896	20535
gene_410	830	619	648	686	532	1402	1536	1587	2312
gene_411	1495	1473	1498	1920	1460	2971	2750	3206	4054
gene_412	17749	16727	15505	3204	2521	5603	4906	5070	6468
gene_413	11218	10591	9925	7342	6348	12462	14424	17289	22893
gene_414	1186	1118	1094	1547	1192	2556	2860	2725	3980
gene_415	1831	1784	1539	2492	2047	4528	3344	3431	4882
gene_416	3921	3714	3095	4964	3867	8875	7916	8786	13440
gene_417	4567	4231	3808	1926	1613	3673	4536	4819	6451
gene_418	360	347	273	311	250	595	573	642	947
gene_419	1029	1039	972	890	730	1638	1946	2154	3324
gene_420	625	610	514	975	634	1752	2022	2111	3045
gene_421	263	224	254	245	190	418	755	855	919
gene_422	2018	1924	1698	1724	1316	3534	4519	4551	6220
gene_423	333	323	331	127	112	239	300	427	622
gene_424	212	182	161	153	161	231	476	599	592
gene_425	2914	2791	2615	471	345	836	1334	1526	1990
gene_426	335	318	325	307	245	563	442	605	964
gene_427	36	45	49	132	98	228	239	268	384
gene_428	910	855	692	941	695	2225	2655	2432	3766
gene_429	559	588	505	694	526	1520	2052	1796	2834
gene_430	288	261	237	426	338	867	1116	1160	1398
gene_431	468	386	367	491	363	783	1373	1351	1733
gene_432	2	0	3	2	4	9	3	2	4
gene_433	2003	1899	1685	2039	1704	3380	3320	4043	6284
gene_434	3367	3062	2879	2560	2104	4956	6453	6622	9430
gene_435	2374	2159	2080	1764	1375	2926	5628	5894	7317
gene_436	1683	1599	1480	2189	1816	3453	4019	4710	6348
gene_437	1458	1435	1230	1597	1359	3172	3739	4228	6939
gene_438	1597	1441	1346	2408	1867	4654	5356	5792	8497
gene_439	1334	1285	1144	1526	1193	2509	2991	3411	4207
gene_440	679	658	611	603	511	1360	2336	2573	3127
gene_441	279	303	282	373	291	389	618	936	898
gene_442	3	6	6	3	3	10	12	16	17
gene_443	3475	3522	3107	5630	4327	9439	10034	10807	13269
gene_444	1534	1365	1300	1793	1409	2862	3646	4038	5204
gene_445	348	367	319	419	340	769	1207	1349	1583
gene_446	3733	3546	3320	2258	2097	3483	5038	6980	8480
gene_447	2047	1816	1667	2654	2121	5368	7758	7268	9816
gene_448	6254	5904	5104	5843	4618	12520	14361	13486	21937
gene_449	1518	1473	1388	1069	921	1864	2623	3064	4037
gene_450	1044	1003	984	854	713	1400	2238	2571	2985
gene_451	1085	1024	1030	1271	920	1914	2659	2975	3703
gene_452	350	342	311	491	490	816	820	1050	1535
gene_453	1430	1437	1410	1493	1202	1873	2543	3493	4311
gene_454	1006	1016	961	1033	810	1941	1996	2097	3235
gene_455	293	319	282	364	267	579	967	1068	1396
gene_456	124	140	157	228	190	226	308	512	413
gene_457	650	619	562	733	568	1362	1679	1751	2465
gene_458	4	7	5	1	4	4	9	9	9
gene_459	2162	2013	1767	1677	1324	2837	3580	4126	6115
gene_460	615	628	586	803	720	1433	1926	1979	2330
